MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU
Lublin,20-057,Junoszy Klemensa,225
Lublin,20-058,Junoszy Klemensa,196
Lublin,20-871,Jurajska,92
Lublin,20-629,Juranda,69
Lublin,20-538,Jutrzenki,180
Lublin,20-543,Kaczencowa,229
Lublin,20-143,Kalinowa,190
Lublin,20-129,Kalinowszczyzna,74
Lublin,20-201,Kalinowszczyzna,2
Lublin,20-630,Kaliska,99
Lublin,20-864,Kameralna,148
Lublin,20-341,Kamienna,143
Lublin,20-843,Kaprysowa,115
Lublin,20-009,Kapucynska,28
Lublin,20-867,Karkonoska,34
Lublin,20-081,Karmelicka,28
Lublin,20-868,Karpacka,138
Lublin,20-027,Karlowicza Mieczyslawa,45
Lublin,20-819,Kaskadowa,12
Lublin,20-232,Kasprowicza Jana,21
Lublin,20-138,Kasztanowa,221
Lublin,20-810,Kasztelanska,7
Lublin,20-729,Kaszubska,51
Lublin,20-552,Kawaleryjska,112
Lublin,20-405,Kawia,192
Lublin,20-281,Kazimierza Jagiellonczyka,50
Lublin,20-611,Kazimierza Wielkiego,3
Lublin,20-723,Kielecka,222
Lublin,20-838,Kiepury Jana,44
Lublin,20-229,Kijanska,66
Lublin,20-809,Kilinskiego Jana,21
Lublin,20-865,Kisielewskiego Stefana,193
Lublin,20-240,Kiwerskiego Wojciecha,142
Lublin,20-243,Kleeberga Franciszka,234
Lublin,20-834,Kleinera Juliusza,110
Lublin,20-093,Kleniewskich,99
Lublin,20-704,Kleopatry,34
Lublin,20-784,Klepackiego Witolda,76
Lublin,20-811,Klonowa,32
Lublin,20-442,Klonowica Sebastiana,181
Lublin,20-440,Klukowskiego Zygmunta,67
Lublin,20-717,Kmicica,73
Lublin,20-832,Kmieca,244
Lublin,20-225,Kminkowa,110
Lublin,20-457,Kniaznina Franciszka Dionizego,163
Lublin,20-434,Kochanowskiego Jana,220
Lublin,20-448,Kolberga Oskara,111
Lublin,20-802,Kolorowa,163
Lublin,20-453,Konarskiego Stanislawa,174
Lublin,20-843,Koncertowa,47
Lublin,20-866,Koncertowa,215
Lublin,20-465,Kononowicza Zenona,24
Lublin,20-022,Konopnicka,218
Lublin,20-708,Konstantynow,174
Lublin,20-222,Konwaliowa,169
Lublin,20-465,Kopernika Mikolaja,220
Lublin,20-456,Korczaka Janusza,179
Lublin,20-806,Korfantego Wojciecha,220
Lublin,20-137,Koryznowej Marii,62
Lublin,20-454,Korzeniowskiego Jozefa,140
Lublin,20-358,Kosmonautow,81
Lublin,20-815,Kosmowskiej Ireny,115
Lublin,20-358,Kossaka Juliusza,42
Lublin,20-152,Kosynierow,29
Lublin,20-425,Kotlarska,233
Lublin,20-115,Kowalska,57
Lublin,20-110,Kozia,81
Lublin,20-787,Kolaczkowskiego Edwarda,128
Lublin,20-508,Kolo,16
Lublin,20-006,Kollataja Hugona,145
Lublin,20-307,Koscielna,152
Lublin,20-006,Kosciuszki Tadeusza,197
Lublin,20-429,Kozmiana Kajetana,192
Lublin,20-738,Krajewskiego Rafala,37
Lublin,20-002,Krakowskie Przedmiescie,14
Lublin,20-076,Krakowskie Przedmiescie,169
Lublin,20-358,Krasickiego Ignacego,151
Lublin,20-709,Krasinskiego Zygmunta,165
Lublin,20-431,Kraszewskiego Jozefa Ignacego,112
Lublin,20-463,Kraszewskiego Jozefa Ignacego,121
Lublin,20-320,Krancowa,66
Lublin,20-338,Krancowa,109
Lublin,20-356,Krancowa,37
Lublin,20-502,Kredowa,92
Lublin,20-215,Kresowa,106
Lublin,20-401,Krochmalna,77
Lublin,20-204,Krokusowa,239
Lublin,20-022,Krucza,168
Lublin,20-468,Kruczkowskiego Leona,123
Lublin,20-706,Kruka Michala,131
Lublin,20-140,Kruszynowa,27
Lublin,20-784,Krwawicza Tadeusza,3
Lublin,20-809,Kryniczna,215
Lublin,20-130,Krzemieniecka,233
Lublin,20-314,Krzemionki,226
Lublin,20-857,Krola Rogera,45
Lublin,20-109,Krolewska,52
Lublin,20-282,Krolowej Jadwigi,35
Lublin,20-077,Krotka,54
Lublin,20-279,Krepiecka,171
Lublin,20-341,Kreta,162
Lublin,20-518,Kreznicka,50
Lublin,20-806,Ksiedza Blachnickiego Franciszka,108
Lublin,20-806,Ksiedza Danielskiego Wojciecha,9
Lublin,20-052,Ksiedza Popieluszki Jerzego,142
Lublin,20-043,Ksiedza Profesora Jozefa Tischnera,175
Lublin,20-081,Ksiedza Staszica Stanislawa,143
Lublin,20-124,Ksiedza Slowikowskiego Michala,34
Lublin,20-439,Ksiedza Wadowskiego Jana,77
Lublin,20-434,Ksiedza Sciegiennego Piotra,83
Lublin,20-060,Ksiezycowa,44
Lublin,20-115,Ku Farze,161
Lublin,20-521,Ku Sloncu,220
Lublin,20-721,Kujawska,163
Lublin,20-525,Kukulcza,153
Lublin,20-439,Kuncewiczowej Marii,174
Lublin,20-409,Kunickiego Wladyslawa,162
Lublin,20-412,Kunickiego Wladyslawa,199
Lublin,20-417,Kunickiego Wladyslawa,15
Lublin,20-422,Kunickiego Wladyslawa,200
Lublin,20-436,Kunickiego Wladyslawa,228
Lublin,20-444,Kunickiego Wladyslawa,121
Lublin,20-451,Kunickiego Wladyslawa,53
Lublin,20-459,Kunickiego Wladyslawa,192
Lublin,20-836,Kurantowa,86
Lublin,20-730,Kurpiowska,21
Lublin,20-241,Kustronia Jozefa,135
Lublin,20-378,Kutrzeby Tadeusza,13
Lublin,20-375,Kwiatkowskiego Eugeniusza,118
Lublin,20-425,Kwiatowa,198
Lublin,20-834,Kwiatow Polnych,11
Lublin,20-834,Kakolowa,101
Lublin,20-106,Kapielowa,129
Lublin,20-032,Langiewicza Mariana,86
Lublin,20-035,Langiewicza Mariana,169
Lublin,20-782,Laskowa,195
Lublin,20-612,Lasockiego Waclawa,90
Lublin,20-711,Laury,130
Lublin,20-827,Lawendowa,166
Lublin,20-864,Lawinowa,144
Lublin,20-781,Lazurowa,151
Lublin,20-843,Legendy,122
Lublin,20-048,Legionowa,219
Lublin,20-053,Legionowa,143
Lublin,20-056,Lelka Sowy Stefana,46
Lublin,20-625,Leonarda,218
Lublin,20-801,Leszczynowa,237
Lublin,20-068,Leszczynskiego Stanislawa,30
Lublin,20-069,Leszczynskiego Stanislawa,159
Lublin,20-861,Leszetyckiego Teodora,18
Lublin,20-830,Leszka,159
Lublin,20-610,Leszka Czarnego,232
Lublin,20-621,Letnia,40
Lublin,20-525,Letniskowa,7
Lublin,20-815,Lesmiana Boleslawa,167
Lublin,20-423,Lesna,6
Lublin,20-805,Ligonia Juliusza,204
Lublin,20-827,Liliowa,224
Lublin,20-819,Limbowa,191
Lublin,20-257,Lipeckiego Teodora,86
Lublin,20-849,Lipinskiego Karola,184
Lublin,20-704,Lipniak,41
Lublin,20-020,Lipowa,3
Lublin,20-024,Lipowa,210
Lublin,20-027,Lipowa,71
Lublin,20-510,Lipska,223
Lublin,20-834,Lisa Jana,122
Lublin,20-789,Liszkowskiego Boleslawa,4
Lublin,20-806,Lompy Jozefa,215
Lublin,20-322,Lotnicza,182
Lublin,20-354,Lotnicza,14
Lublin,20-084,Lubartowska,130
Lublin,20-085,Lubartowska,140
Lublin,20-094,Lubartowska,93
Lublin,20-115,Lubartowska,211
Lublin,20-116,Lubartowska,155
Lublin,20-123,Lubartowska,132
Lublin,20-146,Lubartowska,110
Lublin,20-072,Lubomelska,94
Lublin,20-829,Lubuszan,250
Lublin,20-135,Ludowa,130
Lublin,20-128,Lwowska,172
Lublin,20-828,Ledzian,104
Lublin,20-834,Macierzanki,180
Lublin,20-865,Mackiewicza Jozefa,139
Lublin,20-373,Maczka Stanislawa,123
Lublin,20-706,Magierskiego Stanislawa,164
Lublin,20-143,Magnoliowa,191
Lublin,20-316,Majdan Tatarski,242
Lublin,20-315,Majdanek,5
Lublin,20-442,Makowa,111
Lublin,20-440,Makuszynskiego Kornela,232
Lublin,20-133,Malczewskiego Jacka,222
Lublin,20-140,Malinowa,249
Lublin,20-222,Malwowa,7
Lublin,20-142,Marianska,96
Lublin,20-516,Marzanny,247
Lublin,20-387,Masarska,226
Lublin,20-218,Maszynowa,37
Lublin,20-430,Matejki Jana,119
Lublin,20-464,Matejki Jana,48
Lublin,20-538,Matki Teresy z Kalkuty,225
Lublin,20-723,Mazowiecka,220
Lublin,20-728,Mazurska,60
Lublin,20-724,Malopolska,119
Lublin,20-486,Medalionow,140
Lublin,20-234,Metalurgiczna,120
Lublin,20-209,Melgiewska,7
Lublin,20-234,Melgiewska,15
Lublin,20-251,Melgiewska,194
Lublin,20-833,Mgielna,71
Lublin,20-442,Michalowskiego Piotra,233
Lublin,20-371,Mickiewicza Adama,111
Lublin,20-433,Mickiewicza Adama,240
Lublin,20-466,Mickiewicza Adama,115
Lublin,20-110,Miedziana,19
Lublin,20-805,Miernicza,127
Lublin,20-311,Mieszczanska,31
Lublin,20-610,Mieszka I,202
Lublin,20-377,Mikolajczyka Stanislawa,243
Lublin,20-830,Milczan,86
Lublin,20-884,Milenijna,14
Lublin,20-818,Mineralna,130
Lublin,20-383,Miodowa,65
Lublin,20-460,Mireckiego Franciszka,7
Lublin,20-136,Mirtowa,106
Lublin,20-107,Misjonarska,121
Lublin,20-387,Mietowa,28
Lublin,20-104,Mila,56
Lublin,20-452,Mochnackiego Maurycego,243
Lublin,20-525,Modra,166
Lublin,20-810,Modrzejewskiej Heleny,49
Lublin,20-138,Modrzewiowa,187
Lublin,20-739,Molickiego Jozefa,94
Lublin,20-456,Moniuszki Stanislawa,12
Lublin,20-214,Montazowa,218
Lublin,20-828,Morawian,200
Lublin,20-461,Morcinka Gustawa,199
Lublin,20-704,Morelowa,142
Lublin,20-429,Morsztynow,39
Lublin,20-704,Morwowa,217
Lublin,20-147,Morzyckiej Faustyny,94
Lublin,20-214,Motorowa,184
Lublin,20-826,Motylowa,239
Lublin,20-010,Moscickiego Ignacego,30
Lublin,20-520,Mrowcza,10
Lublin,20-612,Muzyczna,26
Lublin,20-388,Metow (wies),27
Lublin,20-863,Mlodej Polski,40
Lublin,20-468,Mlodziezowa,218
Lublin,20-406,Mlynska,241
Lublin,20-564,Na Przeleczy,242
Lublin,20-561,Na Stoku,40
Lublin,20-523,Nad Zalewem,85
Lublin,20-501,Nadbystrzycka,1
Lublin,20-506,Nadbystrzycka,81
Lublin,20-618,Nadbystrzycka,190
Lublin,20-437,Nadrzeczna,204
Lublin,20-443,Nadrzeczna,247
Lublin,20-120,Nadstawna,18
Lublin,20-405,Nadlaczna,215
Lublin,20-256,Naftowa,189
Lublin,20-709,Namyslowskiego Karola,238
Lublin,20-225,Narcyzowa,31
Lublin,20-004,Narutowicza Gabriela,129
Lublin,20-013,Narutowicza Gabriela,239
Lublin,20-016,Narutowicza Gabriela,107
Lublin,20-017,Narutowicza Gabriela,96
Lublin,20-019,Narutowicza Gabriela,70
Lublin,20-442,Nasienna,141
Lublin,20-225,Nasturcjowa,90
Lublin,20-149,Nasutowska,81
Lublin,20-712,Nataszy,166
Lublin,20-470,Nalkowskich Zofii i Waclawa,83
Lublin,20-701,Naleczowska,104
Lublin,20-831,Naleczowska,229
Lublin,20-580,Nefrytowa,3
Lublin,20-383,Nektarowa,111
Lublin,20-080,Niecala,223
Lublin,20-359,Niemcewicza Ursyna Juliana,218
Lublin,20-246,Niepodleglosci,180
Lublin,20-516,Niezapominajki,248
Lublin,20-119,Niska,116
Lublin,20-520,Nizinna,219
Lublin,20-061,Norwida Cypriana Kamila,96
Lublin,20-858,Noskowskiego Zygmunta,131
Lublin,20-817,Nowickiego Stanislawa,105
Lublin,20-609,Nowogrodzka,156
Lublin,20-615,Nowomiejska,184
Lublin,20-619,Nowomiejska,139
Lublin,20-114,Noworybna,91
Lublin,20-880,Nowowiejskiego Feliksa,207
Lublin,20-120,Nowy Pl. Targowy,75
Lublin,20-423,Nowy Rynek,148
Lublin,20-418,Nowy Swiat,58
Lublin,20-425,Obozna,204
Lublin,20-379,Obroncow Lublina,19
Lublin,20-030,Obroncow Pokoju,177
Lublin,20-092,Obywatelska,157
Lublin,20-636,Ochockiego Juliana,178
Lublin,20-012,Ochotnicza,38
Lublin,20-435,Oczki Wojciecha,166
Lublin,20-442,Odlegla,37
Lublin,20-219,Odlewnicza,135
Lublin,20-711,Ofelii,30
Lublin,20-075,Ogrodowa,222
Lublin,20-067,Ogrodkowa,163
Lublin,20-022,Okopowa,15
Lublin,20-128,Okrzei Stefana,138
Lublin,20-379,Okulickiego Leopolda,15
Lublin,20-205,Okolna,16
Lublin,20-355,Olchowa,234
Lublin,20-491,Olechnowicza Wladyslawa,150
Lublin,20-114,Olejna,173
Lublin,20-140,Oliwkowa,233
Lublin,20-481,Olszewskiego Karola,106
Lublin,20-732,Olsztynska,19
Lublin,20-826,Olszynowa,250
Lublin,20-711,Oniegina,136
Lublin,20-579,Opalowa,4
Lublin,20-828,Opolan,111
Lublin,20-724,Opolska,32
Lublin,20-881,Oratoryjna,102
Lublin,20-882,Organowa,192
Lublin,20-504,Orkana Wladyslawa,128
Lublin,20-022,Orla,16
Lublin,20-712,Orlanda,147
Lublin,20-244,Orlika Ruckemana Wilhelma,50
Lublin,20-377,Orlat Lwowskich,28
Lublin,20-225,Orzechowa,132
Lublin,20-429,Orzechowskiego Stanislawa,16
Lublin,20-435,Orzeszkowej Elizy,176
Lublin,20-442,Orlowskiego Aleksandra,121
Lublin,20-826,Osikowa,167
Lublin,20-523,Osmolicka,207
Lublin,20-719,Owcza,114
Lublin,20-140,Owocowa,18
Lublin,20-144,PCK,38
Lublin,20-509,P,211
Lublin,20-860,Paderewskiego Ignacego Jana,171
Lublin,20-850,Paganiniego Niccolo,127
Lublin,20-043,Pagi Leslawa,137
Lublin,20-379,Pajdowskiego Mikolaja,172
Lublin,20-226,Palmowa,72
Lublin,20-631,Pana Balcera,133
Lublin,20-609,Pana Tadeusza,79
Lublin,20-331,Pancerniakow,93
Lublin,20-133,Pankiewicza Jozefa,210
Lublin,20-834,Papiewskiej Wandy,33
Lublin,20-226,Paprociowa,232
Lublin,20-734,Parady Pawla,159
Lublin,20-382,Parafialna,9
Lublin,20-509,Parczewska,170
Lublin,20-302,Parkowa,22
Lublin,20-073,Partyzancka,250
Lublin,20-815,Partyzantow,166
Lublin,20-712,Parysa,53
Lublin,20-854,Paryska,130
Lublin,20-520,Pasieczna,94
Lublin,20-343,Pawia,159
Lublin,20-348,Pawia,250
Lublin,20-414,Pawia,184
Lublin,20-421,Pawia,70
Lublin,20-455,Pawlowa Iwana,24
Lublin,20-707,Pasnikowskiego Baltazara,234
Lublin,20-225,Peoniowa,12
Lublin,20-007,Peowiakow,216
Lublin,20-819,Pergolowa,116
Lublin,20-574,Perlowa,236
Lublin,20-148,Petrykiewicza Wladyslawa,98
Lublin,20-413,Piaskowa,70
Lublin,20-420,Piaskowa,67
Lublin,20-610,Piastowska,58
Lublin,20-783,Piechoty Jozefa,59
Lublin,20-402,Piekarska,235
Lublin,20-502,Pielgrzymia,131
Lublin,20-708,Pielegniarek,100
Lublin,20-870,Pieninska,39
Lublin,20-226,Pigwowa,215
Lublin,20-376,Piskora Tadeusza,192
Lublin,20-784,Piatkowskiego Stanislawa,166
Lublin,20-423,Piekna,129
Lublin,20-011,Pilsudskiego Jozefa,248
Lublin,20-407,Pilsudskiego Jozefa,250
Lublin,20-406,Pl. Bychawski,223
Lublin,20-003,Pl. Czechowicza Jozefa,46
Lublin,20-408,Pl. Dworcowy,103
Lublin,20-004,Pl. Kochanowskiego Jana,157
Lublin,20-080,Pl. Litewski,183
Lublin,20-601,Pl. Obroncow Lublina,42
Lublin,20-082,Pl. Ofiar Getta,41
Lublin,20-115,Pl. Po Farze,149
Lublin,20-208,Pl. Rzadu Ludowego R.P.,221
Lublin,20-126,Pl. Singera Izaaka,36
Lublin,20-031,Pl. Sklodowskiej Curie Marii,95
Lublin,20-005,Pl. Wolnosci,152
Lublin,20-109,Pl. Wladyslawa Lokietka,56
Lublin,20-121,Pl. Zamkowy,166
Lublin,20-311,Placowa,137
Lublin,20-317,Plagego i Laskiewicza,16
Lublin,20-826,Platanowa,163
Lublin,20-814,Plater Emilii,226
Lublin,20-620,Plazowa,48
Lublin,20-258,Pliszczyn (wies),155
Lublin,20-257,Pliszczynska,150
Lublin,20-418,Pochyla,50
Lublin,20-442,Pocka Jana,152
Lublin,20-408,Pocztowa,33
Lublin,20-805,Poczatkowa,243
Lublin,20-811,Podchorazych,16
Lublin,20-730,Podhalanska,164
Lublin,20-381,Podkomorska,110
Lublin,20-304,Podlaska,98
Lublin,20-390,Podlesna,161
Lublin,20-117,Podwale,186
Lublin,20-126,Podzamcze,134
Lublin,20-321,Pogodna,44
Lublin,20-337,Pogodna,224
Lublin,20-830,Polan,78
Lublin,20-817,Poligonowa,139
Lublin,20-310,Polna,155
Lublin,20-711,Poloniusza,135
Lublin,20-728,Pomorska,173
Lublin,20-060,Poniatowskiego Jozefa,60
Lublin,20-135,Ponikwoda,121
Lublin,20-617,Poprzeczna,142
Lublin,20-516,Poranna,190
Lublin,20-448,Porazinskiej Janiny,182
Lublin,20-141,Porzeczkowa,203
Lublin,20-819,Potok,6
Lublin,20-853,Poturzynska,45
Lublin,20-442,Powojowa,91
Lublin,20-706,Powstania Styczniowego,148
Lublin,20-377,Powstancow Warszawy,107
Lublin,20-806,Powstancow Slaskich,168
Lublin,20-224,Poziomkowa,218
Lublin,20-731,Poznanska,205
Lublin,20-639,Pozytywistow,35
Lublin,20-829,Polabian,172
Lublin,20-095,Polaniecka,215
Lublin,20-482,Poludniowa,192
Lublin,20-524,Prawiednicka,103
Lublin,20-515,Prawiedniki (wies),168
Lublin,20-089,Probostwo,130
Lublin,20-154,Proletariuszy,170
Lublin,20-135,Prosta,92
Lublin,20-064,Prusa Boleslawa,49
Lublin,20-462,Pruszynskiego Ksawerego,47
Lublin,20-102,Prymasa Wyszynskiego Stefana,66
Lublin,20-105,Prymasa Wyszynskiego Stefana,104
Lublin,20-003,Przechodnia,120
Lublin,20-316,Przecznica,77
Lublin,20-533,Przedwiosnie,117
Lublin,20-137,Przejazd,42
Lublin,20-832,Przejrzysta,177
Lublin,20-145,Przelot,70
Lublin,20-106,Przemyslowa,45
Lublin,20-382,Przepiorcza,30
Lublin,20-362,Przerwy Tetmajera Kazimierza,248
Lublin,20-403,Przeskok,114
Lublin,20-341,Przesmyk,164
Lublin,20-469,Przy Bocznicy,91
Lublin,20-067,Przy Stawie,2
Lublin,20-465,Przybylskiego Jacka,174
Lublin,20-804,Przygodna,23
Lublin,20-704,Przyjacielska,65
Lublin,20-314,Przyjazni,133
Lublin,20-311,Przymieszczanska,89
Lublin,20-082,Przystankowa,150
Lublin,20-534,Przytulna,124
Lublin,20-838,Przasniczki,90
Lublin,20-426,Prozna,115
Lublin,20-520,Pszczela,41
Lublin,20-617,Pszenna,66
Lublin,20-830,Pszowian,100
Lublin,20-520,Ptasia,210
Lublin,20-323,Puchacza,102
Lublin,20-706,Pustowojtowny Anny Henryki,142
Lublin,20-461,Pulaskiego Kazimierza,21
Lublin,20-046,Pulawska,179
Lublin,20-051,Pulawska,31
Lublin,20-822,Pulawska,116
Lublin,20-064,Polnocna,247
Lublin,20-818,Polnocna,230
Lublin,20-030,Raabego Henryka,14
Lublin,20-376,Raczkiewicza Wladyslawa,55
Lublin,20-376,Raczynskiego Edwarda,22
Lublin,20-729,Radomska,233
Lublin,20-530,Radosci,231
Lublin,20-403,Radzikowska,16
Lublin,20-031,Radziszewskiego Idziego,99
Lublin,20-036,Radziszewskiego Idziego,243
Lublin,20-039,Radziszewskiego Idziego,155
Lublin,20-080,Radziwillowska,92
Lublin,20-850,Radzynska,171
Lublin,20-150,Rapackiego Mariana,196
Lublin,20-780,Raszynska,155
Lublin,20-270,Rataja Macieja,3
Lublin,20-060,Rayskiego Konstantego,80
Lublin,20-441,Reja Mikolaja,233
Lublin,20-458,Reja Mikolaja,2
Lublin,20-434,Rejtana Tadeusza,162
Lublin,20-819,Relaksowa,223
Lublin,20-432,Reymonta Wladyslawa Stanislawa,84
Lublin,20-462,Reymonta Wladyslawa Stanislawa,21
Lublin,20-143,Rezedowa,249
Lublin,20-366,Robotnicza,222
Lublin,20-492,Rodakiewicza Lukasza,194
Lublin,20-707,Roginskiego Romana,66
Lublin,20-840,Rogowskiego Michala Ludomira,48
Lublin,20-317,Rolna,106
Lublin,20-329,Rolna Osada,147
Lublin,20-707,Romanowskiego Mieczyslawa,240
Lublin,20-533,Romantyczna,135
Lublin,20-710,Romea,27
Lublin,20-487,Romera Eugeniusza,185
Lublin,20-516,Rosy,248
Lublin,20-379,Roweckiego Stefana,161
Lublin,20-018,Rowerowa,75
Lublin,20-317,Rozdroze,29
Lublin,20-834,Rozmarynowa,19
Lublin,20-347,Rozstajna,86
Lublin,20-369,Rozstajna,129
Lublin,20-722,Roztocze,28
Lublin,20-516,Roslinna,8
Lublin,20-575,Rubinowa,191
Lublin,20-537,Ruciana,218
Lublin,20-736,Ruckiego Wladyslawa,126
Lublin,20-318,Rudlickiego Jerzego,225
Lublin,20-140,Rudnicka,188
Lublin,20-258,Rudnik (wies),161
Lublin,20-224,Rumiankowa,10
Lublin,20-103,Rusalka,41
Lublin,20-126,Ruska,66
Lublin,20-114,Rybna,174
Lublin,20-552,Rycerska,18
Lublin,20-607,Rymwida,190
Lublin,20-111,Rynek,76
Lublin,20-637,Rzeckiego Ignacego,88
Lublin,20-716,Rzemieslnicza,40
Lublin,20-729,Rzeszowska,14
Lublin,20-350,Rowna,219
Lublin,20-538,Rozana,219
Lublin,20-468,Rozy Wiatrow,192
Lublin,20-509,Rablowska,32
Lublin,20-381,Sachsow Henryka i Mieczyslawy,51
Lublin,20-442,Sadowa,117
Lublin,20-802,Samotna,36
Lublin,20-485,Samsonowicza Jana,153
Lublin,20-726,Sandomierska,26
Lublin,20-095,Sapiehy Jana,148
Lublin,20-520,Sarnia,14
Lublin,20-537,Sasankowa,165
Lublin,20-632,Sawy Jana,47
Lublin,20-153,Sekutowicza Boleslawa,168
Lublin,20-810,Sempolowskiej Stefanii,215
Lublin,20-703,Serdeczna,183
Lublin,20-827,Serwaczynskiego Stanislawa,38
Lublin,20-381,Sieciecha Wojciecha,17
Lublin,20-802,Sielankowa,230
Lublin,20-455,Siemiradzkiego Henryka,11
Lublin,20-449,Sienkiewicza Henryka,133
Lublin,20-118,Sienna,63
Lublin,20-089,Sieroca,151
Lublin,20-448,Sieroszewskiego Waclawa,13
Lublin,20-448,Sierpinskiego Seweryna,188
Lublin,20-828,Siewierzan,187
Lublin,20-617,Siewna,115
Lublin,20-814,Sikorskiego Wladyslawa,219
Lublin,20-010,Siostry Bozeny Szerwentke,13
Lublin,20-826,Skalista,233
Lublin,20-055,Skautow,67
Lublin,20-303,Skibinska,17
Lublin,20-601,Skierki,230
Lublin,20-811,Skoczylasa Stefana,233
Lublin,20-832,Skowronkowa,162
Lublin,20-837,Skoluby,239
Lublin,20-411,Skosna,31
Lublin,20-802,Skrajna,230
Lublin,20-704,Skromna,183
Lublin,20-633,Skrzatow,108
Lublin,20-628,Skrzetuskiego,125
Lublin,20-367,Skrzynicka,128
Lublin,20-844,Skrzypcowa,173
Lublin,20-785,Skubiszewskiego Feliksa,144
Lublin,20-305,Skladowa,140
Lublin,20-029,Sklodowskiej Curie Marii,50
Lublin,20-353,Smolna,39
Lublin,20-474,Smoluchowskiego Mariana,190
Lublin,20-483,Smoluchowskiego Mariana,192
Lublin,20-844,Smyczkowa,149
Lublin,20-067,Snopkowska,204
Lublin,20-812,Sobieskiego Jana,165
Lublin,20-828,Sobotki,62
Lublin,20-336,Sokola,73
Lublin,20-367,Sokolniki,93
Lublin,20-815,Solarza Ignacego,133
Lublin,20-021,Solna,65
Lublin,20-366,Sosnowa,130
Lublin,20-323,Sowia,199
Lublin,20-040,Sowinskiego Jozefa,43
Lublin,20-613,Sowinskiego Jozefa,143
Lublin,20-425,Spacerowa,230
Lublin,20-043,Spadochroniarzy,102
Lublin,20-801,Spadowa,131
Lublin,20-066,Spokojna,210
Lublin,20-074,Spokojna,48
Lublin,20-137,Sportowa,196
Lublin,20-402,Spoldzielcza,192
Lublin,20-453,Srogi Alojzego,216
Lublin,20-457,Stachury Edwarda,66
Lublin,20-875,Staczynskiego Konrada,20
Lublin,20-454,Staffa Leopolda,171
Lublin,20-366,Stalowa,28
Lublin,20-443,Stanislawskiej Anny,21
Lublin,20-352,Startowa,134
Lublin,20-510,Stary Gaj,44
Lublin,20-151,Stefczyka Franciszka,13
Lublin,20-786,Stelmasiaka Mieczyslawa,231
Lublin,20-440,Sterna Abrahama,71
Lublin,20-539,Stokrotki,23
Lublin,20-106,Stolarska,46
Lublin,20-143,Storczykowa,67
Lublin,20-012,Strazacka,152
Lublin,20-386,Strojnowskiego Feliksa,206
Lublin,20-829,Stroma,231
Lublin,20-709,Struga Andrzeja,39
Lublin,20-828,Strumykowa,196
Lublin,20-805,Strzelecka,89
Lublin,20-439,Stwosza Wita,83
Lublin,20-341,Sucha,56
Lublin,20-867,Sudecka,142
Lublin,20-360,Sulislawicka,172
Lublin,20-377,Sybirakow,92
Lublin,20-853,Symfoniczna,153
Lublin,20-530,Sympatyczna,131
Lublin,20-573,Szafirowa,13
Lublin,20-114,Szambelanska,242
Lublin,20-440,Szaniawskiego Jerzego,192
Lublin,20-226,Szarotkowa,10
Lublin,20-047,Szarych Szeregow,246
Lublin,20-553,Szaserow,66
Lublin,20-426,Szancowa,94
Lublin,20-724,Szczecinska,208
Lublin,20-783,Szczepanskiego Czeslawa,69
Lublin,20-012,Szczerbowskiego Adama,84
Lublin,20-335,Szczygla,111
Lublin,20-562,Szczytowa,5
Lublin,20-534,Szczesliwa,47
Lublin,20-448,Szelburg Zarembiny Ewy,106
Lublin,20-883,Szeligowskiego Tadeusza,211
Lublin,20-829,Szerokie,177
Lublin,20-086,Szewska,133
Lublin,20-310,Szklana,87
Lublin,20-381,Szklarniana,73
Lublin,20-124,Szkolna,146
Lublin,20-570,Szmaragdowa,85
Lublin,20-860,Szpinalskiego Stanislawa,97
Lublin,20-708,Szpitalna,161
Lublin,20-025,Sztajna Jozefa,239
Lublin,20-862,Sztompki Henryka,84
Lublin,20-861,Szwajcarska,218
Lublin,20-095,Szwedzka,30
Lublin,20-713,Szwejka,21
Lublin,20-555,Szwolezerow,144
Lublin,20-133,Szymanowskiego Karola,20
Lublin,20-818,Szymanskiego Aleksandra,104
Lublin,20-442,Szymonowica Szymona,169
Lublin,20-869,Sadecka,68
Lublin,20-027,Sadowa,216
Lublin,20-703,Sasiedzka,40
Lublin,20-828,Slawin,208
Lublin,20-818,Slawinek,42
Lublin,20-810,Slawinkowska,216
Lublin,20-426,Slodowa,201
Lublin,20-205,Slomiany Rynek,84
Lublin,20-492,Slomkowskiego Antoniego,214
Lublin,20-621,Sloneczna,134
Lublin,20-827,Slonecznikowa,47
Lublin,20-461,Slowackiego Juliusza,146
Lublin,20-830,Slowian,200
Lublin,20-336,Slowicza,207
Lublin,20-830,Slupian,157
Lublin,20-301,Slupkowa,51
Lublin,20-819,Tarasowa,160
Lublin,20-120,Targowa,180
Lublin,20-781,Tarninowa,228
Lublin,20-541,Tatarakowa,215
Lublin,20-205,Tatarska,29
Lublin,20-711,Tatiany,113
Lublin,20-862,Tatrzanska,31
Lublin,20-151,Techniczna,179
Lublin,20-738,Toczyskiego Jozefa,152
Lublin,20-210,Tokarska,171
Lublin,20-581,Topazowa,49
Lublin,20-352,Topolowa,49
Lublin,20-255,Torowa,13
Lublin,20-205,Towarowa,6
Lublin,20-151,Transportowa,76
Lublin,20-454,Traugutta Romualda,149
Lublin,20-713,Tristana,233
Lublin,20-142,Truskawkowa,11
Lublin,20-139,Trzesniowska,94
